camp_id,campaign_name,parent_campaign_id,campaign_hierarchy_level,target_segment_ids,target_segment_count,channel_ids,primary_channel,channel_count,audience_list_ids,exclude_audience_ids,agency_ids,lead_agency,influencer_ids,influencer_count,featured_product_ids,excluded_product_ids,media_deal_ids,owning_team_id,secondary_team_ids,related_campaign_ids,competing_campaign_ids,creative_asset_ids,hero_creative_id,campaign_type,campaign_objective,start_date,end_date,status,ch_google_ads_on,ch_google_ads_budget_pct,ch_google_ads_priority,ch_meta_ads_on,ch_meta_ads_budget_pct,ch_meta_ads_priority,ch_tiktok_ads_on,ch_tiktok_ads_budget_pct,ch_tiktok_ads_priority,ch_naver_ads_on,ch_naver_ads_budget_pct,ch_naver_ads_priority,ch_kakao_moment_on,ch_kakao_moment_budget_pct,ch_kakao_moment_priority,ch_youtube_on,ch_youtube_budget_pct,ch_youtube_priority,ch_instagram_on,ch_instagram_budget_pct,ch_instagram_priority,ch_twitter_x_on,ch_twitter_x_budget_pct,ch_twitter_x_priority,ch_linkedin_on,ch_linkedin_budget_pct,ch_linkedin_priority,ch_email_on,ch_email_budget_pct,ch_email_priority,ch_sms_on,ch_sms_budget_pct,ch_sms_priority,ch_push_notification_on,ch_push_notification_budget_pct,ch_push_notification_priority,ch_display_network_on,ch_display_network_budget_pct,ch_display_network_priority,ch_native_ad_on,ch_native_ad_budget_pct,ch_native_ad_priority,ch_affiliate_on,ch_affiliate_budget_pct,ch_affiliate_priority,ch_programmatic_on,ch_programmatic_budget_pct,ch_programmatic_priority,ch_ott_ads_on,ch_ott_ads_budget_pct,ch_ott_ads_priority,ch_podcast_ads_on,ch_podcast_ads_budget_pct,ch_podcast_ads_priority,ch_influencer_on,ch_influencer_budget_pct,ch_influencer_priority,ch_offline_event_on,ch_offline_event_budget_pct,ch_offline_event_priority,target_age_min,target_age_max,target_gender,geo_서울,geo_경기,geo_부산,geo_대구,geo_인천,geo_광주,geo_대전,geo_울산,geo_세종,geo_강원,geo_충북,geo_충남,geo_전북,geo_전남,geo_경북,geo_경남,geo_제주,total_budget_krw,bid_strategy,kpi_impressions_target,kpi_impressions_actual,kpi_impressions_achievement,kpi_impressions_status,kpi_clicks_target,kpi_clicks_actual,kpi_clicks_achievement,kpi_clicks_status,kpi_conversions_target,kpi_conversions_actual,kpi_conversions_achievement,kpi_conversions_status,kpi_spend_target,kpi_spend_actual,kpi_spend_achievement,kpi_spend_status,kpi_revenue_target,kpi_revenue_actual,kpi_revenue_achievement,kpi_revenue_status,kpi_ctr_target,kpi_ctr_actual,kpi_ctr_achievement,kpi_ctr_status,kpi_cvr_target,kpi_cvr_actual,kpi_cvr_achievement,kpi_cvr_status,kpi_cpc_target,kpi_cpc_actual,kpi_cpc_achievement,kpi_cpc_status,kpi_cpa_target,kpi_cpa_actual,kpi_cpa_achievement,kpi_cpa_status,kpi_roas_target,kpi_roas_actual,kpi_roas_achievement,kpi_roas_status,kpi_cpm_target,kpi_cpm_actual,kpi_cpm_achievement,kpi_cpm_status,kpi_cpv_target,kpi_cpv_actual,kpi_cpv_achievement,kpi_cpv_status,kpi_vtr_target,kpi_vtr_actual,kpi_vtr_achievement,kpi_vtr_status,kpi_engagement_rate_target,kpi_engagement_rate_actual,kpi_engagement_rate_achievement,kpi_engagement_rate_status,kpi_bounce_rate_target,kpi_bounce_rate_actual,kpi_bounce_rate_achievement,kpi_bounce_rate_status,kpi_session_duration_target,kpi_session_duration_actual,kpi_session_duration_achievement,kpi_session_duration_status,kpi_pages_per_session_target,kpi_pages_per_session_actual,kpi_pages_per_session_achievement,kpi_pages_per_session_status,kpi_new_users_target,kpi_new_users_actual,kpi_new_users_achievement,kpi_new_users_status,kpi_returning_users_target,kpi_returning_users_actual,kpi_returning_users_achievement,kpi_returning_users_status,kpi_assisted_conversions_target,kpi_assisted_conversions_actual,kpi_assisted_conversions_achievement,kpi_assisted_conversions_status
CAMP-0802,캠페인_가을_신규_802,,0,SEG-078|SEG-040|SEG-092|SEG-091|SEG-083,5,podcast_ads|youtube|google_ads|linkedin|instagram|naver_ads,podcast_ads,6,AUD-027|AUD-017|AUD-012|AUD-157,AUD-015,AGENCY-17|AGENCY-38,AGENCY-17,,0,PRD-295|PRD-452|PRD-299|PRD-1,PRD-11,DEAL-71|DEAL-8,TEAM-26,TEAM-12|TEAM-24|TEAM-16,CAMP-0873|CAMP-0904|CAMP-0998|CAMP-0548|CAMP-0855,CAMP-0814|CAMP-0144,CR-617|CR-423|CR-66|CR-1345|CR-616|CR-415|CR-827|CR-1328|CR-264|CR-526|CR-359|CR-158|CR-57|CR-647,CR-1262,reactivation,reach,19-05-2023,26-04-2025,compweted,1,0.11,medium,1,0.105,high,Y,0.029,medium,0,0.291,,1,0.016,,0,0.235,low,0,0.227,low,0,0.047,high,1,0.042,,0,0.199,,0,0.205,low,1,0.28,high,,0.039,low,0,0.117,,0,0.093,medium,Y,0.256,critical,1,0.068,high,1,0.118,low,Y,0.281,critical,0,0.073,medium,40,35,all,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10000000,max_conversions,1396.57,494.69,1.181,on_track,2294.01,683.85,1.031,미달,83.68,250.53,0.499,exceeded,974.8,546.78,2.841,behind,608.3,1054.35,0.399,초과,835.55,1227.45,0.709,on_track,27.08,998.44,1.775,ahead,654.31,2265.78,0.952,ahead,1094.49,353.07,2.674,미달,1350.4,143.44,0.334,ahead,679.06,657.12,2.457,초과,1311.04,2425.23,2.283,on_track,723.26,114.82,0.953,,1147.01,1740.98,1.769,on_track,213.52,432.44,2.959,at_risk,1483.02,491.41,1.768,미달,390.48,817.09,0.656,초과,297.54,2184.05,0.131,미달,391.47,2454.45,2.667,ahead,358.49,804.15,1.484,
CAMP-0803,캠페인_겨울_세일_803,CAMP-0238,1,SEG-055|SEG-049|SEG-045|SEG-059|SEG-033,5,influencer|affiliate|tiktok_ads|sms|display_network|email|google_ads,influencer,7,AUD-022|AUD-182,AUD-163,AGENCY-1|AGENCY-2,AGENCY-1,INF-105|INF-208,2,PRD-429|PRD-163|PRD-469|PRD-13|PRD-412|PRD-99|PRD-31|PRD-443|PRD-82|PRD-345,PRD-345|PRD-477|PRD-66,DEAL-117,TEAM-12,TEAM-9|TEAM-12|TEAM-17,CAMP-0129,CAMP-0562,CR-244|CR-38|CR-927|CR-1043|CR-229|CR-1495|CR-1235|CR-788,CR-1417,seasonal,video_views,28-07-2024,08-09-2023,active,1,0.071,high,0,0.138,critical,Y,0.219,critical,1,0.029,medium,0,0.173,low,0,0.249,,1,0.278,medium,Y,0.151,critical,0,0.278,medium,N,0.004,low,1,0.281,medium,0,0.2,medium,1,0.138,,0,0.123,high,Y,0.149,,1,0.048,critical,0,0.08,low,Y,0.152,,1,0.117,low,1,0.248,critical,20,65,male,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10000000,auto_cpc,163.83,580.87,0.627,초과,1094.43,1601.58,1.063,초과,2081.93,18.22,0.312,at_risk,519.67,2563.45,2.853,behind,7.9,1575.59,0.552,azead,750.99,1081.46,1.96,ahead,8.27,3802.63,0.831,ahead,683.21,2259.6,2.581,on!track,1425.57,760.05,1.284,-,240.62,87.87,2.341,미달,556.8,1056.23,2.769,behind,260.46,229.82,1.678,미달,78.7,2828.82,1.89,on_track,30.19,2008.0,0.192,-,659.21,130.12,0.726,,457.05,168.07,1.979,exceeded,515.71,596.9,0.11,behind,549.22,1206.5,2.337,ahead,349.09,135.77,2.119,behind,617.29,226.6,0.414,
CAMP-0804,미입력,CAMP-0602,2,SEG-060|SEG-039|SEG-087|SEG-067,4,google_ads|sms|native_ad|youtube,google_ads,4,AUD-187,AUD-014|AUD-164|AUD-180,AGENCY-35|AGENCY-19|AGENCY-48,AGENCY-35,INF-122|INF-55|INF-294|INF-203|INF-91,5,PRD-3|PRD-293,PRD-133,DEAL-115,TEAM-18,TEAM-1,CAMP-0124|CAMP-0219|CAMP-0676|CAMP-0866|CAMP-0540,CAMP-0648|CAMP-0195|CAMP-0750,CR-1146|CR-1396|CR-1096|CR-777|CR-262|CR-306|CR-1483|CR-710|CR-1297|CR-926|CR-486|CR-426|CR-175|CR-1430,CR-837,consideration,video_views,03-05-2023,19-03-2024,archived,,0.207,,1,0.204,medium,N,0.275,,Y,0.022,low,1,0.102,medium,,0.278,medium,0,0.108,high,Y,0.297,,1,0.241,,,0.297,medium,1,0.156,medium,0,0.014,critical,0,0.239,low,1,0.113,high,N,0.203,medium,1,0.052,low,0,0.167,high,N,0.293,low,1,0.115,medium,0,0.075,,13,65,전체,,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,100000000,,73.96,933.88,0.925,미달,881.15,551.92,1.437,,465.17,2174.64,2.849,ahead,809.33,944.41,1.965,at_risk,1314.37,650.84,0.9,behind,157.42,207.96,2.945,exceeded,1550.87,24.17,2.401,초과,8397.98,2312.84,0.129,behind,52.29,3028.76,0.133,at_risk,339.6,1544.64,2.399,exceeded,1689.41,14.23,0.672,at_risk,370.91,784.49,1.605,ahead,389.35,1283.74,1.564,behind,3699.75,6890.79,1.337,초과,709.85,631.82,1.285,_xceeded,2919.81,1168.01,2.269,behind,1103.87,196.06,2.316,ahead,113.75,172.55,2.254,on_track,1584.35,2218.07,2.851,beyind,278.55,2163.88,0.111,at_risk
CAMP-0805,캠페인_겨울_브랜딩_805,,1,SEG-075|SEG-014|SEG-001|SEG-066|SEG-085|SEG-048|SEG-072,7,google_ads|ott_ads|sms|display_network,google_ads,4,AUD-107|AUD-039,AUD-007,AGENCY-36|AGENCY-2,AGENCY-36,INF-171|INF-202|INF-153,3,PRD-326|PRD-15|PRD-422|PRD-359|PRD-499|PRD-20|PRD-229|PRD-306|PRD-179|PRD-351,PRD-344,DEAL-135,TEAM-20,TEAM-26,CAMP-0303|CAMP-0131|CAMP-0993|CAMP-0310,CAMP-0571|CAMP-0605,CR-397|CR-312|CR-707|CR-1500|CR-474|CR-476|CR-416|CR-942|CR-1385|CR-1027|CR-935|CR-487|CR-407|CR-636|CR-1049,CR-543,lqunch,traffic,21-10-2025,15-06-2026,completed,1,0.174,critical,N,0.087,critical,1,0.154,low,Y,0.145,high,N,0.1,medium,Y,0.016,,N,0.02,,1,0.235,,1,0.059,,1,0.231,high,0,0.127,,Y,0.261,low,,0.21,critical,1,0.064,low,0,0.235,,0,0.175,high,0,0.004,high,0,0.103,medium,0,0.252,medium,N,0.238,critical,30,45,male,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,5000000,auto_cpc,1938.21,391.66,1.379,초과,2344.5,208.43,0.181,at_risk,890.59,140.37,1.364,미달,679.77,443.46,1.274,at_risk,123.95,1772.15,2.941,on_track,1868.74,481.06,2.5,초과,1389.33,2366.08,1.005,ahead,207.56,301.62,0.514,on_track,318.21,2161.26,1.003,az_risk,966.3,22.83,0.182,미달,993.81,104.79,1.205,a!ead,1252.07,954.83,2.045,ahead,1274.43,736.36,2.619,초과,1910.1,2131.03,2.601,behind,1164.37,4046.95,2.546,초과,3051.26,488.24,1.741,초과,1211.92,1028.88,0.706,ahead,350.94,1470.68,2.717,미달,791.1,958.47,1.318,ahead,1540.27,1043.06,0.397,초과
CAMP-0806,캠페인_연중_신규_806,CAMP-0049,0,SEG-039|SEG-088|SEG-014|SEG-062|SEG-009,5,tiktok_ads|naver_ads|influencer,tiktok_ads,3,AUD-184|AUD-108,AUD-027,AGENCY-22,AGENCY-22,INF-115|INF-298,2,PRD-456|PRD-69|PRD-405,PRD-161,DEAL-76|DEAL-102|DEAL-68,TEAM-30,TEAM-28,CAMP-0530,CAMP-0374,CR-217|CR-1055|CR-1211|CR-350,CR-1188,branding,traffic,05-05-2024,21-07-2023,Draft,N,0.064,critical,1,0.221,critical,0,0.1,,1,0.205,,1,0.233,high,1,0.284,,1,0.29,high,0,0.242,,0,0.06,low,Y,0.3,medium,Y,0.228,high,1,0.009,medium,1,0.164,low,N,0.088,high,1,0.119,,Y,0.084,critical,1,0.059,,0,0.279,medium,Y,0.071,high,Y,0.205,low,40,35,female,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,10000000,target_cpa,1651.99,290.62,0.876,on_track,467.42,2028.08,2.701,exceeded,226.89,253.08,0.589,ahead,24.99,1041.05,0.375,ahead,660.57,2863.84,1.571,at_risk,411.27,1564.97,2.656,exceeded,389.44,181.59,2.795,ahead,2173.45,39.65,1.779,behind,781.08,429.05,2.599,at_risk,4318.53,26.03,1.6,ahead,2722.69,2958.52,1.558,exceeded,1503.57,99.17,0.744,미달,315.59,3285.74,2.951,exceeded,1071.87,794.6,2.227,on_track,1054.39,1012.61,2.93,ahead,1230.54,276.99,2.343,exceeded,184.76,1067.27,1.684,미달,2082.5,3028.66,2.227,on_track,259.05,177.03,1.463,on_track,121.68,259.54,2.716,ahead
CAMP-0807,캠페인_겨울_프로모_807,,0,SEG-036|SEG-082|SEG-042|SEG-034|SEG-084|SEG-092,6,youtube|email|kakao_moment|offline_event|linkedin,youtube,5,AUD-168|AUD-025|AUD-123|AUD-066|AUD-077,AUD-141,AGENCY-42|AGENCY-7|AGENCY-32,AGENCY-42,,0,PRD-435|PRD-324|PRD-158|PRD-454|PRD-338|PRD-8,PRD-331|PRD-81,DEAL-117,TEAM-22,TEAM-16|TEAM-9,CAMP-0880|CAMP-0846,CAMP-0195|CAMP-0250|CAMP-0981,CR-933|CR-509|CR-1196|CR-294|CR-1333|CR-386|CR-999|CR-1482|CR-864|CR-60|CR-105|CR-417|CR-777,CR-1296,reactivation,traffic,29-01-2023,04-07-2025,draft,1,0.246,low,0,0.235,high,1,0.192,,0,0.021,critical,0,0.169,,1,0.129,critical,0,0.104,low,0,0.264,medium,1,0.144,,Y,0.29,,0,0.031,medium,1,0.224,low,1,0.081,critical,,0.007,medium,0,0.167,medium,0,0.0,low,0,0.101,critical,1,0.265,,N,0.014,critical,1,0.221,medium,13,35,female,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10000000,max_conversions,2066.05,717.17,1.451,behind,374.89,154.6,1.247,,423.17,39.6,0.33,exceeded,2388.73,10.65,1.166,미달,1595.81,168.57,0.533,초과,933.71,66.64,1.042,exceeded,4123.44,41.76,2.273,미달,598.0,1615.6,2.53,ahead,52.15,466.57,1.186,on_track,988.1,393.34,1.871,on_track,319.88,481.72,0.366,on_track,1083.79,1008.47,0.967,초과,487.05,508.99,0.497,on_track,727.84,203.1,2.264,,3584.59,1578.99,1.523,초과,369.58,2325.84,0.585,on_track,802.51,1047.39,2.089,exceeded,1390.6,826.99,0.865,on_track,1122.13,811.16,1.576,,734.43,810.59,0.92,초과
CAMP-0808,캠페인_여름_리타겟_808,,0,SEG-025|SEG-020|SEG-067|SEG-098|SEG-031,5,tiktok_ads|kakao_moment|email|native_ad|youtube|google_ads|podcast_ads,tiktok_ads,7,AUD-186,AUD-126|AUD-066,AGENCY-20|AGENCY-10,AGENCY-20,INF-164|INF-33|INF-173|INF-202,4,PRD-111|PRD-207|PRD-19|PRD-324|PRD-312,PRD-364|PRD-179,DEAL-75|DEAL-114,TEAM-21,TEAM-1,CAMP-0128,CAMP-0664,CR-1408|CR-501|CR-526|CR-1234|CR-518|CR-30,CR-296,,,03-04-2023,18-05-2024,Draft,0,0.229,high,,0.067,,0,0.206,high,Y,0.069,high,1,0.259,critical,0,0.171,high,1,0.052,high,0,0.164,high,,0.265,low,N,0.221,low,1,0.202,,N,0.06,critical,1,0.071,,1,0.237,high,0,0.25,medium,1,0.074,,0,0.073,medium,0,0.251,medium,0,0.203,critical,Y,0.281,medium,40,35,male,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1000000,-,3747.07,1736.04,1.815,on_track,1092.24,1299.9,1.218,미달,465.69,1115.46,1.527,at_risk,315.2,226.83,0.456,behind,1570.79,2375.0,2.305,ahead,415.63,43.92,1.427,behind,1776.59,36.12,2.254,ahead,71.18,513.09,1.9,on_track,2604.5,2274.14,2.746,exceeded,585.68,1957.22,2.406,초과,382.72,67.37,2.112,,301.16,1024.55,2.004,bxhind,3332.7,1682.41,2.621,ahead,962.48,1138.34,1.752,on_track,188.63,342.42,0.859,behind,1484.48,1334.68,2.968,exceeded,3563.31,393.55,2.723,exceeded,421.87,1800.85,2.765,미달,980.86,1022.15,1.664,exceeded,821.85,1362.97,2.711,ahead
CAMP-0809,캠페인_봄_신규_809,,0,SEG-077,1,youtube|google_ads|meta_ads,youtube,3,AUD-019|AUD-020,AUD-075|AUD-036|AUD-035,AGENCY-27|AGENCY-45|AGENCY-11,AGENCY-27,INF-112|INF-9|INF-32,3,PRD-112|PRD-174|PRD-433|PRD-415|PRD-305|PRD-207|PRD-358|PRD-58|PRD-15|PRD-93,PRD-242,DEAL-146|DEAL-38|DEAL-77|DEAL-127,TEAM-29,TEAM-6,CAMP-0561|CAMP-0130|CAMP-0885|CAMP-0442|CAMP-0330,CAMP-0083|CAMP-0827|CAMP-0368,CR-1008|CR-274|CR-662|CR-345|CR-1069|CR-521,CR-460,,,04-03-2023,13-07-2024,A_TIVE,0,0.14,high,1,0.005,,1,0.215,,1,0.194,medium,1,0.13,low,1,0.165,medium,1,0.277,high,0,0.173,low,0,0.229,high,1,0.025,high,1,0.29,low,,0.0,high,0,0.125,critical,1,0.001,high,1,0.157,critical,1,0.073,,1,0.209,critical,1,0.236,,,0.201,low,0,0.158,low,18,65,all,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100000000,manual_cpc,553.04,715.41,2.796,exceeded,776.71,842.58,2.16,ahead,345.83,925.67,1.72,at_risk,174.25,1530.51,2.782,ahead,473.34,21.91,2.157,on_track,347.47,1179.68,0.928,미달,2813.9,87.93,1.561,on_track,371.96,55.6,1.483,ahead,1082.61,396.33,1.916,초과,581.27,1791.75,2.478,on_track,1391.33,1973.92,0.212,ahead,1021.47,295.39,2.589,at_risk,624.44,1087.23,1.791,미달,1092.58,599.46,2.993,초과,1464.08,755.18,0.45,exceeded,245.08,408.8,2.276,exceeded,698.76,1138.08,1.801,-,2780.39,627.55,2.947,-,981.45,2880.25,2.882,exceeded,208.42,9.84,0.532,
CAMP-0810,캠페인_연중_CRM_810,CAMP-0757,0,SEG-085|SEG-041|SEG-088|SEG-018|SEG-093|SEG-004|SEG-084,7,display_network|naver_ads|sms,display_network,3,AUD-167,AUD-042,AGENCY-1|AGENCY-38|AGENCY-9,AGENCY-1,INF-202|INF-103|INF-200|INF-75|INF-61,5,PRD-143,PRD-456|PRD-243|PRD-6,DEAL-40|DEAL-14|DEAL-85|DEAL-134,TEAM-21,TEAM-18|TEAM-28,CAMP-0940,CAMP-0023,CR-735,CR-1055,event,app_install,18-01-2023,19-11-2024,미입력,1,0.079,,,0.228,medium,1,0.01,medium,,0.114,,0,0.069,low,,0.036,high,Y,0.039,high,0,0.238,critical,0,0.016,low,1,0.151,,0,0.131,high,1,0.015,critical,1,0.278,,Y,0.299,high,0,0.17,high,1,0.02,low,1,0.179,medium,0,0.094,low,1,0.059,critical,0,0.25,critical,18,45,전체,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,10000000,max_conversions,112.87,691.11,2.444,exceeded,1007.52,1602.05,2.616,미입력,2556.77,625.92,0.908,exceeded,2425.07,779.7,2.302,at_risk,103.28,29.25,1.329,ahead,319.43,1342.69,0.744,,276.24,579.52,0.134,,463.73,236.22,0.588,ahead,409.36,2705.02,2.016,ahead,37.87,190.4,2.074,,677.19,1331.53,0.897,behind,67.78,1235.45,2.153,,1985.43,326.79,0.276,exceeded,810.01,623.78,1.91,미달,637.28,335.96,2.008,미달,119.14,1963.88,0.53,behind,248.03,5215.7,1.312,exceeded,1149.03,157.12,2.177,초과,1420.41,918.06,1.85,behind,622.09,2717.1,2.004,초과
CAMP-0811,캠페인_가을_리타겟_811,CAMP-0048,2,SEG-038|SEG-034|SEG-054|SEG-052|SEG-050|SEG-095|SEG-005|SEG-075,8,native_ad|sms,native_ad,2,AUD-069|AUD-017|AUD-152|AUD-120|AUD-182,AUD-198|AUD-073,AGENCY-7|AGENCY-8,AGENCY-7,,0,PRD-162|PRD-157|PRD-449|PRD-223|PRD-313|PRD-475|PRD-39|PRD-494|PRD-334,PRD-11,DEAL-15|DEAL-116|DEAL-102,TEAM-4,TEAM-17|TEAM-19,CAMP-0909|CAMP-0157|CAMP-0516|CAMP-0005|CAMP-0167,CAMP-0547|CAMP-0801|CAMP-0667,CR-897|CR-438|CR-684,CR-1321,launch,store_visit,08-01-2023,08-05-2023,-,0,0.097,critical,1,0.12,medium,1,0.264,low,0,0.161,low,0,0.106,low,0,0.05,low,1,0.024,medium,N,0.023,low,N,0.216,high,1,0.189,medium,0,0.075,high,N,0.257,critical,N,0.15,high,1,0.227,,1,0.101,,0,0.031,high,0,0.275,high,Y,0.166,,N,0.207,high,1,0.076,medium,35,99,M,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,100000000,target_cpa,271.92,573.71,0.758,ahezd,203.77,798.65,2.492,at_risk,843.65,522.02,1.619,on_track,811.11,1447.29,0.569,UNKNOWN,2411.06,903.83,2.249,behind,567.16,480.73,2.985,exceeded,594.12,1362.68,1.827,ahead,1042.3,605.83,0.146,behind,269.72,361.75,0.661,at_risk,809.16,476.68,0.773,on_track,189.25,147.8,2.272,at_risk,129.63,822.79,0.295,미달,2872.91,2766.63,2.609,초과,409.57,452.44,2.604,초과,1697.67,906.76,0.318,미달,1876.33,315.76,0.459,ahead,240.88,412.25,1.076,on_track,1163.72,2678.81,1.323,초과,2444.98,757.92,2.519,ahead,105.96,110.88,2.938,_t_risk
CAMP-0812,캠페인_여름_리타겟_812,CAMP-0117,0,SEG-044|SEG-093|SEG-092|SEG-029,4,display_network|naver_ads|meta_ads,display_network,3,AUD-025,AUD-002|AUD-044|AUD-159,AGENCY-1|AGENCY-21,AGENCY-1,INF-40|INF-200,2,PRD-3,PRD-475,DEAL-48,TEAM-14,TEAM-28|TEAM-12,CAMP-0602,CAMP-0329,CR-704|CR-495|CR-1493|CR-1012|CR-1349|CR-1049,CR-982,performance,brand_lift,14-03-2023,14-02-2025,완료,0,0.246,,,0.163,high,,0.006,medium,1,0.266,critical,Y,0.183,high,0,0.205,critical,1,0.216,,0,0.02,low,N,0.057,critical,1,0.02,high,,0.09,high,Y,0.082,critical,0,0.201,medium,1,0.002,,0,0.159,medium,0,0.151,high,,0.064,low,1,0.037,low,1,0.098,,Y,0.253,low,18,55,전체,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,5000000,target_cpa,893.41,1840.94,2.201,onwtrack,1264.62,1556.18,0.75,ahead,109.23,2863.01,0.436,,55.55,258.81,2.439,exceeded,242.94,650.61,0.974,on_track,77.72,560.44,2.358,초과,635.71,2350.93,2.804,at_risk,1188.71,608.33,0.297,behind,1039.63,263.84,2.301,on_track,1165.76,116.33,1.695,미달,775.1,1518.69,2.015,exceeded,1004.96,372.87,2.82,초과,199.01,803.17,1.36,초과,887.17,5.24,2.471,ahead,268.42,2274.56,0.102,exceeded,341.51,726.69,0.233,미달,2018.46,179.28,0.511,UNKNOWN,199.6,345.95,0.574,exceeded,1396.44,1581.27,2.584,exceeded,2318.76,49.77,1.809,초과
CAMP-0813,캠페인_연중_CRM_813,CAMP-0263,0,SEG-086|SEG-046|SEG-065|SEG-039|SEG-022|SEG-085|SEG-072|SEG-024,8,twitter_x|influencer,twitter_x,2,AUD-141,AUD-106,AGENCY-42,AGENCY-42,INF-29|INF-229,2,PRD-3|PRD-464|PRD-142|PRD-259|PRD-98|PRD-420|PRD-69,PRD-25|PRD-275|PRD-204,DEAL-92,TEAM-23,TEAM-28|TEAM-8,CAMP-0587|CAMP-0057|CAMP-0903|CAMP-0392|CAMP-0352,CAMP-0499,CR-1159,CR-354,reactivation,leads,13-04-2024,21-03-2025,active,1,0.112,high,N,0.015,low,Y,0.188,low,1,0.171,medium,,0.184,medium,N,0.062,high,0,0.127,critical,Y,0.015,critical,0,0.196,high,0,0.055,critical,1,0.164,low,1,0.186,critical,,0.263,low,1,0.145,critical,0,0.058,high,Y,0.241,medium,1,0.18,critical,1,0.276,high,0,0.066,low,0,0.17,,18,65,M+F,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1000000,!arget_roas,1128.77,97.79,2.05,behind,905.85,509.08,2.592,exceeded,1541.24,1342.32,2.934,exceeded,1152.27,80.85,2.215,-,289.18,81.56,0.357,behind,581.34,2775.82,1.174,behind,334.15,175.67,0.113,behind,643.16,1177.75,1.569,exceeded,407.71,40.18,2.351,exceeded,693.96,553.35,2.259,미달,4079.93,78.24,1.441,ahead,386.3,599.64,2.405,,1020.68,1070.46,0.146,초과,180.45,1111.66,1.956,ahead,105.81,2019.96,2.965,UNKNOWN,1082.22,4420.12,1.128,at_risk,1.3,2642.15,2.748,at_risk,1566.16,3068.93,1.336,ahead,1544.69,17.04,0.382,on_track,413.38,185.49,1.57,초과
CAMP-0814,캠페인_봄_세일_814,,1,SEG-013|SEG-061|SEG-017|SEG-095|SEG-034,5,programmatic|ott_ads,programmatic,2,AUD-188,AUD-120|AUD-053|AUD-200,AGENCY-27|AGENCY-40|AGENCY-37,AGENCY-27,INF-237|INF-29|INF-154|INF-257,4,PRD-124,PRD-349,DEAL-144,TEAM-26,TEAM-29,CAMP-0010|CAMP-0368|CAMP-0811|CAMP-0937|CAMP-0801,CAMP-0846|CAMP-0359,CR-791|CR-351|CR-1273|CR-338|CR-1385|CR-1108|CR-1170|CR-976|CR-196,CR-767,always_on,traffic,25-07-2024,10-02-2025,진행중,1,0.106,,0,0.221,medium,1,0.277,,1,0.059,high,0,0.055,critical,1,0.259,low,1,0.114,medium,,0.01,low,0,0.15,medium,0,0.023,low,1,0.006,critical,1,0.267,high,,0.059,,0,0.121,,N,0.259,low,1,0.03,high,1,0.294,,0,0.017,high,1,0.268,critical,1,0.295,critical,30,55,male,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50000000,target_roas,90.65,225.45,0.281,exceeded,3619.65,375.71,2.421,초과,2264.93,282.55,0.295,미달,1918.91,1129.8,0.214,behind,524.26,285.97,0.284,,1755.27,1044.19,1.674,at_risk,2230.6,992.39,2.536,exceeded,1458.94,744.59,0.932,behind,3510.09,825.89,1.484,미달,187.13,3760.91,1.854,-,3212.26,108.7,2.986,on_track,1001.95,638.4,0.549,on_tracz,1589.2,1281.8,2.024,ahead,3255.98,692.28,2.708,미달,1793.87,1620.62,2.002,초과,401.11,825.25,1.104,미달,48.17,2882.74,1.568,,877.63,674.84,1.175,at_risk,556.18,3265.86,1.769,미달,475.49,130.55,2.742,초과
